"STATISTIC","Statistic Label","TLIST(Q1)","Quarter","C01921V02511","Type of Construction","UNIT","VALUE"
"BHQ03C2","Total Floor Area for which Permission Granted","19894","1989Q4","11","Dwellings","000 Sq Metres","645"
"BHQ03C2","Total Floor Area for which Permission Granted","19894","1989Q4","12","Other new construction (excluding dwellings)","000 Sq Metres","458"
"BHQ03C2","Total Floor Area for which Permission Granted","19894","1989Q4","2","Extensions","000 Sq Metres","170"
"BHQ03C2","Total Floor Area for which Permission Granted","19894","1989Q4","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","19901","1990Q1","-","All types of construction","000 Sq Metres","1370"
"BHQ03C2","Total Floor Area for which Permission Granted","19901","1990Q1","11","Dwellings","000 Sq Metres","712"
"BHQ03C2","Total Floor Area for which Permission Granted","19901","1990Q1","12","Other new construction (excluding dwellings)","000 Sq Metres","475"
"BHQ03C2","Total Floor Area for which Permission Granted","19901","1990Q1","2","Extensions","000 Sq Metres","183"
"BHQ03C2","Total Floor Area for which Permission Granted","19901","1990Q1","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","19902","1990Q2","-","All types of construction","000 Sq Metres","1486"
"BHQ03C2","Total Floor Area for which Permission Granted","19902","1990Q2","11","Dwellings","000 Sq Metres","646"
"BHQ03C2","Total Floor Area for which Permission Granted","19902","1990Q2","12","Other new construction (excluding dwellings)","000 Sq Metres","601"
"BHQ03C2","Total Floor Area for which Permission Granted","19902","1990Q2","2","Extensions","000 Sq Metres","239"
"BHQ03C2","Total Floor Area for which Permission Granted","19902","1990Q2","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","19903","1990Q3","-","All types of construction","000 Sq Metres","1651"
"BHQ03C2","Total Floor Area for which Permission Granted","19903","1990Q3","11","Dwellings","000 Sq Metres","775"
"BHQ03C2","Total Floor Area for which Permission Granted","19903","1990Q3","12","Other new construction (excluding dwellings)","000 Sq Metres","592"
"BHQ03C2","Total Floor Area for which Permission Granted","19903","1990Q3","2","Extensions","000 Sq Metres","284"
"BHQ03C2","Total Floor Area for which Permission Granted","19903","1990Q3","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","19904","1990Q4","-","All types of construction","000 Sq Metres","1380"
"BHQ03C2","Total Floor Area for which Permission Granted","19904","1990Q4","11","Dwellings","000 Sq Metres","608"
"BHQ03C2","Total Floor Area for which Permission Granted","19904","1990Q4","12","Other new construction (excluding dwellings)","000 Sq Metres","555"
"BHQ03C2","Total Floor Area for which Permission Granted","19904","1990Q4","2","Extensions","000 Sq Metres","217"
"BHQ03C2","Total Floor Area for which Permission Granted","19904","1990Q4","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","19911","1991Q1","-","All types of construction","000 Sq Metres","1199"
"BHQ03C2","Total Floor Area for which Permission Granted","19911","1991Q1","11","Dwellings","000 Sq Metres","584"
"BHQ03C2","Total Floor Area for which Permission Granted","19911","1991Q1","12","Other new construction (excluding dwellings)","000 Sq Metres","421"
"BHQ03C2","Total Floor Area for which Permission Granted","19911","1991Q1","2","Extensions","000 Sq Metres","195"
"BHQ03C2","Total Floor Area for which Permission Granted","19911","1991Q1","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","19912","1991Q2","-","All types of construction","000 Sq Metres","1177"
"BHQ03C2","Total Floor Area for which Permission Granted","19912","1991Q2","11","Dwellings","000 Sq Metres","497"
"BHQ03C2","Total Floor Area for which Permission Granted","19912","1991Q2","12","Other new construction (excluding dwellings)","000 Sq Metres","485"
"BHQ03C2","Total Floor Area for which Permission Granted","19912","1991Q2","2","Extensions","000 Sq Metres","195"
"BHQ03C2","Total Floor Area for which Permission Granted","19912","1991Q2","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","19913","1991Q3","-","All types of construction","000 Sq Metres","1328"
"BHQ03C2","Total Floor Area for which Permission Granted","19913","1991Q3","11","Dwellings","000 Sq Metres","684"
"BHQ03C2","Total Floor Area for which Permission Granted","19913","1991Q3","12","Other new construction (excluding dwellings)","000 Sq Metres","423"
"BHQ03C2","Total Floor Area for which Permission Granted","19913","1991Q3","2","Extensions","000 Sq Metres","221"
"BHQ03C2","Total Floor Area for which Permission Granted","19913","1991Q3","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","19914","1991Q4","-","All types of construction","000 Sq Metres","1330"
"BHQ03C2","Total Floor Area for which Permission Granted","19914","1991Q4","11","Dwellings","000 Sq Metres","712"
"BHQ03C2","Total Floor Area for which Permission Granted","19914","1991Q4","12","Other new construction (excluding dwellings)","000 Sq Metres","448"
"BHQ03C2","Total Floor Area for which Permission Granted","19914","1991Q4","2","Extensions","000 Sq Metres","170"
"BHQ03C2","Total Floor Area for which Permission Granted","19914","1991Q4","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","19921","1992Q1","-","All types of construction","000 Sq Metres","1044"
"BHQ03C2","Total Floor Area for which Permission Granted","19921","1992Q1","11","Dwellings","000 Sq Metres","549"
"BHQ03C2","Total Floor Area for which Permission Granted","19921","1992Q1","12","Other new construction (excluding dwellings)","000 Sq Metres","350"
"BHQ03C2","Total Floor Area for which Permission Granted","19921","1992Q1","2","Extensions","000 Sq Metres","145"
"BHQ03C2","Total Floor Area for which Permission Granted","19921","1992Q1","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","19922","1992Q2","-","All types of construction","000 Sq Metres","1122"
"BHQ03C2","Total Floor Area for which Permission Granted","19922","1992Q2","11","Dwellings","000 Sq Metres","628"
"BHQ03C2","Total Floor Area for which Permission Granted","19922","1992Q2","12","Other new construction (excluding dwellings)","000 Sq Metres","327"
"BHQ03C2","Total Floor Area for which Permission Granted","19922","1992Q2","2","Extensions","000 Sq Metres","168"
"BHQ03C2","Total Floor Area for which Permission Granted","19922","1992Q2","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","19923","1992Q3","-","All types of construction","000 Sq Metres","1241"
"BHQ03C2","Total Floor Area for which Permission Granted","19923","1992Q3","11","Dwellings","000 Sq Metres","651"
"BHQ03C2","Total Floor Area for which Permission Granted","19923","1992Q3","12","Other new construction (excluding dwellings)","000 Sq Metres","388"
"BHQ03C2","Total Floor Area for which Permission Granted","19923","1992Q3","2","Extensions","000 Sq Metres","203"
"BHQ03C2","Total Floor Area for which Permission Granted","19923","1992Q3","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","19924","1992Q4","-","All types of construction","000 Sq Metres","1158"
"BHQ03C2","Total Floor Area for which Permission Granted","19924","1992Q4","11","Dwellings","000 Sq Metres","671"
"BHQ03C2","Total Floor Area for which Permission Granted","19924","1992Q4","12","Other new construction (excluding dwellings)","000 Sq Metres","346"
"BHQ03C2","Total Floor Area for which Permission Granted","19924","1992Q4","2","Extensions","000 Sq Metres","140"
"BHQ03C2","Total Floor Area for which Permission Granted","19924","1992Q4","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","19931","1993Q1","-","All types of construction","000 Sq Metres","1098"
"BHQ03C2","Total Floor Area for which Permission Granted","19931","1993Q1","11","Dwellings","000 Sq Metres","693"
"BHQ03C2","Total Floor Area for which Permission Granted","19931","1993Q1","12","Other new construction (excluding dwellings)","000 Sq Metres","254"
"BHQ03C2","Total Floor Area for which Permission Granted","19931","1993Q1","2","Extensions","000 Sq Metres","151"
"BHQ03C2","Total Floor Area for which Permission Granted","19931","1993Q1","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","19932","1993Q2","-","All types of construction","000 Sq Metres","1186"
"BHQ03C2","Total Floor Area for which Permission Granted","19932","1993Q2","11","Dwellings","000 Sq Metres","719"
"BHQ03C2","Total Floor Area for which Permission Granted","19932","1993Q2","12","Other new construction (excluding dwellings)","000 Sq Metres","300"
"BHQ03C2","Total Floor Area for which Permission Granted","19932","1993Q2","2","Extensions","000 Sq Metres","168"
"BHQ03C2","Total Floor Area for which Permission Granted","19932","1993Q2","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","19933","1993Q3","-","All types of construction","000 Sq Metres","1152"
"BHQ03C2","Total Floor Area for which Permission Granted","19933","1993Q3","11","Dwellings","000 Sq Metres","649"
"BHQ03C2","Total Floor Area for which Permission Granted","19933","1993Q3","12","Other new construction (excluding dwellings)","000 Sq Metres","302"
"BHQ03C2","Total Floor Area for which Permission Granted","19933","1993Q3","2","Extensions","000 Sq Metres","201"
"BHQ03C2","Total Floor Area for which Permission Granted","19933","1993Q3","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","19934","1993Q4","-","All types of construction","000 Sq Metres","1178"
"BHQ03C2","Total Floor Area for which Permission Granted","19934","1993Q4","11","Dwellings","000 Sq Metres","639"
"BHQ03C2","Total Floor Area for which Permission Granted","19934","1993Q4","12","Other new construction (excluding dwellings)","000 Sq Metres","380"
"BHQ03C2","Total Floor Area for which Permission Granted","19934","1993Q4","2","Extensions","000 Sq Metres","159"
"BHQ03C2","Total Floor Area for which Permission Granted","19934","1993Q4","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","19941","1994Q1","-","All types of construction","000 Sq Metres","1277"
"BHQ03C2","Total Floor Area for which Permission Granted","19941","1994Q1","11","Dwellings","000 Sq Metres","691"
"BHQ03C2","Total Floor Area for which Permission Granted","19941","1994Q1","12","Other new construction (excluding dwellings)","000 Sq Metres","402"
"BHQ03C2","Total Floor Area for which Permission Granted","19941","1994Q1","2","Extensions","000 Sq Metres","184"
"BHQ03C2","Total Floor Area for which Permission Granted","19941","1994Q1","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","19942","1994Q2","-","All types of construction","000 Sq Metres","1247"
"BHQ03C2","Total Floor Area for which Permission Granted","19942","1994Q2","11","Dwellings","000 Sq Metres","683"
"BHQ03C2","Total Floor Area for which Permission Granted","19942","1994Q2","12","Other new construction (excluding dwellings)","000 Sq Metres","344"
"BHQ03C2","Total Floor Area for which Permission Granted","19942","1994Q2","2","Extensions","000 Sq Metres","221"
"BHQ03C2","Total Floor Area for which Permission Granted","19942","1994Q2","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","19943","1994Q3","-","All types of construction","000 Sq Metres","1699"
"BHQ03C2","Total Floor Area for which Permission Granted","19943","1994Q3","11","Dwellings","000 Sq Metres","842"
"BHQ03C2","Total Floor Area for which Permission Granted","19943","1994Q3","12","Other new construction (excluding dwellings)","000 Sq Metres","573"
"BHQ03C2","Total Floor Area for which Permission Granted","19943","1994Q3","2","Extensions","000 Sq Metres","285"
"BHQ03C2","Total Floor Area for which Permission Granted","19943","1994Q3","3","Alteration, conversion and renovation","000 Sq Metres",""
"BHQ03C2","Total Floor Area for which Permission Granted","19944","1994Q4","-","All types of construction","000 Sq Metres","1416"
"BHQ03C2","Total Floor Area for which Permission Granted","19944","1994Q4","11","Dwellings","000 Sq Metres","753"
"BHQ03C2","Total Floor Area for which Permission Granted","19944","1994Q4","12","Other new construction (excluding dwellings)","000 Sq Metres","416"
"BHQ03C2","Total Floor Area for which Permission Granted","19944","1994Q4","2","Extensions","000 Sq Metres","248"
